Montant,Ecart_Montant_Habituel,Nouveau_Destinataire,Heure_Transaction,Frequence_Transactions_24h,Delai_Depuis_Derniere_Min,Nb_Destinataires_Distincts_7j,Changement_Appareil,Fraude
9506.0,0.8560941337126982,0,14.0,4,123.8,3,0,0
35027.0,0.3900580208035701,0,15.0,0,428.6,3,0,0
5112.0,0.9703178273292001,0,20.0,2,73.2,1,0,0
9389.0,1.5664882615285185,0,15.0,3,63.2,1,0,0
6060.0,0.6203496906528179,0,16.0,1,1843.7,2,0,0
21552.0,1.0688858412966131,0,14.0,2,15.7,3,0,0
28621.0,0.7776138051534899,0,8.0,0,914.4,0,0,0
63254.0,0.8107685374008963,0,9.0,0,1055.2,0,0,0
37426.0,3.6449271414730386,1,3.0,6,11.0,14,1,1
22659.0,0.5654671389039296,0,16.0,2,373.6,2,0,0
10285.0,0.6410933813748694,0,12.0,1,83.2,1,0,0
9734.0,0.895037951276012,0,14.0,1,148.6,2,1,0
32285.0,0.7784649241401089,0,17.0,3,840.6,4,0,0
18814.0,1.2670857442378582,0,18.0,0,266.0,2,0,0
14097.0,1.0358441616253204,0,16.0,3,0.1,0,0,1
27054.0,0.912097783329837,0,8.0,2,116.5,4,0,0
23996.0,0.9810379387987305,0,16.0,1,655.9,1,0,0
7650.0,0.5528361539814706,0,15.0,0,804.0,0,1,0
2534.0,1.0357833094061297,0,8.0,1,156.1,1,0,0
16146.0,0.917696570155944,0,19.0,3,236.9,0,1,0
25925.0,1.3072302788092585,0,15.0,3,443.2,1,0,0
8122.0,1.0662558935425706,0,7.0,1,73.7,1,0,0
7604.0,1.0665784085348615,0,13.0,3,57.4,1,0,0
36849.0,1.3221958782043903,0,13.0,1,302.1,4,0,0
30216.0,1.2509841514928421,0,19.0,1,353.3,2,0,0
19774.0,1.0038509986228628,0,14.0,2,134.0,4,0,0
18518.0,0.9509974903498598,1,8.0,3,882.9,3,0,0
27750.0,0.6001905534920844,0,15.0,2,222.3,0,0,0
8183.0,1.2014701905324978,0,11.0,1,393.8,3,0,0
12691.0,1.3127023304446315,0,21.0,3,46.8,2,0,0
35615.0,4.191269277355975,1,23.0,5,52.3,8,0,1
10524.0,0.6584069880037564,0,23.0,3,462.6,4,0,0
3475.0,1.6702680318449756,0,14.0,1,13.3,1,0,0
29030.0,1.0329045108092447,1,18.0,2,103.8,4,0,1
17747.0,1.218108542300398,0,13.0,3,13.8,1,0,0
12001.0,1.0112170979570299,0,10.0,2,505.5,1,0,0
7123.0,0.7205886543464839,0,13.0,3,11.1,5,0,0
13604.0,5.857578583253942,1,22.0,2,11.5,6,1,1
10757.0,1.3738236672972555,0,10.0,2,1689.8,2,0,0
759.0,1.0332516454970249,0,13.0,0,335.2,4,0,0
24381.0,1.1662062904883814,0,16.0,3,640.8,0,0,0
13086.0,1.1838042328309857,1,15.0,1,56.7,3,0,0
2895.0,0.7377260019157412,0,11.0,1,101.4,1,0,0
11644.0,1.0240337434364373,0,17.0,1,184.4,4,1,0
5727.0,1.3004311925778365,0,12.0,0,302.5,4,0,0
3377.0,0.6251079484969857,0,15.0,1,760.0,2,0,0
7790.0,0.8410552370027095,1,12.0,1,505.9,1,0,0
5999.0,1.2375675970840603,0,15.0,2,220.2,1,0,0
24466.0,1.0493471115778676,0,19.0,2,235.1,3,0,0
4853.0,0.7648013794256083,0,8.0,0,939.9,1,0,0
12496.0,0.6420101805032091,0,13.0,1,613.6,3,0,0
6433.0,1.224122155918471,0,16.0,3,28.5,1,0,0
82614.0,5.23098989745824,1,3.0,4,29.5,4,1,1
64496.0,1.4262045127900698,1,1.0,3,38.7,5,1,1
3597.0,1.2518105776461899,0,18.0,2,355.9,2,0,0
25473.0,0.6003673185585194,0,15.0,5,229.5,4,0,0
11352.0,1.1387226458575566,0,12.0,2,313.2,4,0,0
8811.0,1.159053137892446,1,13.0,1,244.8,2,0,0
6997.0,0.915438554054367,0,18.0,0,842.5,3,0,0
2625.0,1.480073726308047,0,16.0,1,355.4,2,0,0
43415.0,1.1528819872455167,1,20.0,2,892.7,1,0,1
9981.0,0.989426781871839,1,13.0,0,615.1,3,0,0
16714.0,1.0915042301921454,0,14.0,3,528.6,5,0,0
16526.0,1.1472691464624192,0,14.0,0,33.5,0,0,0
9501.0,1.1655269991290333,0,20.0,1,212.9,1,0,0
41014.0,1.1749234571091263,0,16.0,2,5.0,2,0,0
7144.0,1.172789452027775,0,5.0,1,687.2,1,0,0
49061.0,1.2249728315535207,0,12.0,2,30.4,3,0,0
19569.0,0.5385264679819108,0,15.0,1,63.2,1,0,0
16900.0,1.0534451079682956,0,15.0,1,291.2,1,0,0
10421.0,1.2244290971891492,0,21.0,0,267.7,1,0,0
17044.0,0.9460183026151505,1,16.0,3,435.0,1,0,1
42169.0,0.9370053452787983,0,20.0,1,17.2,4,0,0
7056.0,1.3349102450427184,0,15.0,0,469.2,0,0,0
9913.0,1.0023770227288296,1,18.0,4,37.1,5,0,0
27963.0,0.8044332694940826,0,13.0,3,24.6,2,0,0
65050.0,1.0271384244601318,0,19.0,3,399.1,2,0,0
9894.0,1.2762403187245817,0,19.0,3,762.6,1,0,0
25345.0,0.9303385439625734,0,11.0,3,215.0,0,0,0
13203.0,1.0081792278240607,1,14.0,1,108.4,2,0,0
8909.0,0.5159453966422816,0,11.0,0,205.8,6,0,0
21941.0,1.4064173529409525,0,0.0,2,716.1,2,0,0
22401.0,1.1275753607934718,0,13.0,3,95.7,4,0,0
7509.0,0.9321221125884487,0,13.0,2,421.4,1,0,0
33399.0,5.409227430322469,1,1.0,9,19.1,11,0,1
11560.0,1.1992610492245048,0,16.0,1,474.2,3,0,0
34054.0,1.048128253032777,1,3.0,2,2073.6,2,0,0
13400.0,0.6386404202673619,0,13.0,2,614.4,2,0,0
12873.0,0.8224890887904115,0,15.0,3,63.4,2,0,0
46279.0,2.327048028925495,1,1.0,6,12.9,6,1,1
7388.0,1.1517856166569211,1,15.0,0,440.3,2,0,0
20259.0,1.1364225857802532,0,14.0,2,123.0,3,0,0
37232.0,2.647767609870925,1,23.0,6,16.7,9,0,1
19757.0,0.9575064287428408,1,17.0,0,130.4,1,0,0
15032.0,0.9129879907721145,0,17.0,3,331.0,5,0,0
56582.0,1.5479269867877627,0,14.0,1,308.6,2,0,0
4074.0,1.151130157650208,0,14.0,0,530.3,3,0,0
74722.0,4.8366547576674135,1,1.0,3,0.1,6,1,0
80849.0,9.182477527630484,1,21.0,8,29.9,10,1,1
6466.0,1.0931257724684582,0,14.0,1,98.4,3,0,0
17078.0,0.76818658884906,0,15.0,2,125.6,1,0,0
7675.0,1.1244112695090505,0,14.0,0,918.1,6,0,0
5371.0,1.215250989230868,0,11.0,1,265.3,1,0,0
28924.0,1.6611187280542103,1,1.0,5,5.1,4,0,1
20581.0,0.9472300465801174,0,14.0,0,413.3,0,0,0
11949.0,3.760644136898958,1,4.0,7,4.1,8,1,1
21592.0,0.8383903597275707,0,4.0,0,1131.7,1,1,0
9859.0,1.248899689875556,0,14.0,2,486.4,3,0,0
30691.0,0.7930564951297772,0,12.0,0,835.3,5,0,0
4052.0,1.3755040613625562,1,17.0,2,90.1,4,0,0
7536.0,0.9390379492543988,0,12.0,2,63.5,1,0,0
12692.0,1.13535277770948,0,12.0,2,781.1,3,0,0
20060.0,1.101778017135152,0,16.0,1,56.8,5,0,0
14373.0,1.0351438206987695,1,13.0,0,522.1,3,0,0
19248.0,0.8925715206490189,0,21.0,2,744.3,3,0,0
23388.0,1.1842893895893032,0,19.0,0,558.1,2,0,0
11586.0,1.2339450158920324,0,13.0,1,148.0,4,1,0
24933.0,0.9640045125444601,0,12.0,2,278.9,2,0,0
6647.0,1.089899113570922,0,7.0,0,222.3,1,0,0
46456.0,1.0349175205691052,0,12.0,2,317.2,1,0,0
2171.0,0.7461782343655762,0,15.0,2,340.3,5,0,0
4769.0,0.6856220103362749,0,8.0,0,537.2,0,0,0
22404.0,7.734175306513677,1,3.0,6,99.2,1,0,1
24976.0,0.9578401539925833,0,14.0,0,106.7,7,0,0
8791.0,6.050065964013723,1,21.0,3,5.4,6,0,1
226.0,1.3510320949020225,0,20.0,2,211.9,2,0,0
21772.0,0.9037712031885284,0,17.0,3,25.7,1,0,0
48627.0,5.166520624100588,1,3.0,6,15.8,8,0,1
8328.0,0.5359331253086723,0,13.0,1,395.4,2,0,0
3200.0,0.7930373356256989,0,16.0,1,457.7,0,0,0
49058.0,8.11402492575238,1,3.0,9,62.5,5,1,1
12544.0,1.3623797435726606,0,17.0,1,183.9,2,0,0
7707.0,0.8413217232346991,0,13.0,2,0.5,1,0,0
4694.0,0.8023175213791973,0,9.0,2,2268.1,2,0,0
34714.0,1.2028734354933301,0,13.0,1,40.3,0,0,0
16735.0,0.9134838238182341,0,6.0,4,532.6,3,0,0
16402.0,0.7724542337019,0,12.0,1,44.4,3,0,0
9011.0,1.0332547489209176,1,15.0,1,315.4,2,0,0
7005.0,0.9882403351860501,0,20.0,2,127.8,1,0,0
16351.0,0.7228227491343886,0,12.0,0,435.2,2,1,0
46846.0,3.7803891756579207,1,3.0,5,0.9,9,1,1
8511.0,1.1100276758164045,0,14.0,1,196.4,1,0,0
8712.0,1.1296279130366715,0,12.0,0,25.7,2,0,0
3160.0,1.1533776733775953,0,12.0,2,426.1,1,0,0
27366.0,0.8782142558590261,0,16.0,2,92.0,2,0,0
17829.0,5.105271716916183,1,3.0,8,33.2,7,0,1
17304.0,1.3761912254994022,1,14.0,0,1411.8,4,0,0
24619.0,1.1272446586380767,0,23.0,2,30.7,3,0,0
17243.0,0.7717052115536929,1,10.0,1,97.0,2,1,0
9687.0,0.8746633314997596,0,15.0,0,164.7,2,0,0
4446.0,0.9995878294003135,0,12.0,3,170.0,0,0,0
14334.0,0.522330325686575,1,20.0,1,546.9,2,0,0
13472.0,0.9496590911113418,0,14.0,0,67.8,0,0,0
14614.0,1.1182111949647608,0,15.0,2,563.2,2,0,0
20760.0,0.8866691839215525,1,10.0,2,635.9,4,0,0
97322.0,3.023563596629649,1,5.0,8,13.7,7,1,0
13486.0,1.4719402213042425,0,11.0,0,258.2,2,0,0
23193.0,0.754612900388861,0,18.0,2,12.0,2,0,1
6173.0,1.512286508961676,0,21.0,1,349.7,4,0,0
5552.0,1.2098500989949872,0,20.0,0,5.4,5,0,0
36758.0,1.139909061576116,0,15.0,2,931.8,3,0,0
14293.0,1.0529373503957042,0,21.0,0,45.1,6,0,0
18073.0,1.0997410656773852,0,6.0,3,207.0,3,0,0
22970.0,0.765206741975972,0,14.0,1,432.7,4,0,0
6842.0,0.8896016768547311,0,15.0,2,22.1,1,0,0
18539.0,1.4894243355868093,0,9.0,5,394.2,1,0,0
8567.0,0.8090697072019036,0,11.0,0,54.5,1,0,0
76467.0,0.9029329139520841,0,11.0,0,398.2,3,0,0
11641.0,0.6704926410305598,0,8.0,1,306.9,0,0,0
83683.0,6.422807664936501,1,2.0,7,58.7,4,0,1
24697.0,1.128448353096308,0,12.0,1,41.4,1,0,0
8984.0,1.1950184875619663,0,14.0,2,17.8,2,0,0
5313.0,0.9865763881993077,0,10.0,2,773.5,4,0,0
21791.0,1.2156533047522184,1,15.0,6,614.7,0,0,0
20084.0,0.9718200989438464,0,23.0,2,248.7,0,0,0
5189.0,1.4683456602033638,0,19.0,3,694.6,2,0,0
18056.0,1.120062048520897,0,15.0,2,230.7,3,0,0
17642.0,0.6808822371075864,0,14.0,0,273.4,2,0,0
30192.0,0.8899970585109912,0,15.0,2,118.7,2,0,0
10717.0,1.1174991214348147,0,7.0,1,403.2,0,0,0
87913.0,4.380207382103306,0,22.0,3,0.7,11,1,1
47536.0,5.71079316088896,1,5.0,6,78.1,11,1,1
49508.0,3.421315944706559,0,4.0,5,12.4,4,0,1
86573.0,4.87843981301444,0,4.0,7,38.5,6,1,1
16218.0,0.7986526697770542,0,18.0,4,781.1,3,0,0
13903.0,0.8189801095312949,0,10.0,2,203.8,0,0,0
9227.0,0.9343185349360253,0,8.0,1,249.2,3,0,0
4602.0,1.0290660343427656,0,23.0,0,409.0,1,0,0
4572.0,0.9098875867099264,0,12.0,0,563.5,0,0,0
31565.0,1.3990083995853662,0,15.0,0,1445.2,1,0,0
90819.0,6.792399900454624,1,5.0,6,15.8,10,0,1
64547.0,1.0535853798768764,1,20.0,2,166.5,0,0,0
17120.0,0.5984735775523777,0,18.0,2,124.5,1,0,0
5575.0,1.0021501177656287,0,16.0,1,403.8,1,0,0
40500.0,0.9925593450973912,0,15.0,1,43.4,2,0,0
7154.0,1.1655713516186055,0,9.0,1,300.1,1,0,0
60205.0,5.210463209000414,1,23.0,6,22.5,7,1,1
6653.0,1.1084311463916023,0,13.0,5,1.0,1,0,0
8343.0,1.0274329919515266,1,13.0,2,82.3,4,0,0
3198.0,0.518884674042811,0,19.0,2,226.7,1,0,0
6016.0,0.709774860392903,0,14.0,2,169.3,1,0,0
8724.0,0.7737054879162524,0,15.0,1,207.3,4,0,0
59489.0,3.8753393388629154,1,5.0,10,22.7,9,1,1
10511.0,0.8847814293550673,0,5.0,2,24.1,1,0,0
15563.0,0.8763867039833473,0,13.0,1,239.5,3,0,0
72642.0,2.9992373097969267,1,2.0,3,9.0,6,0,1
37919.0,0.9325550088153176,0,11.0,1,87.1,3,0,0
7024.0,1.2319311549997845,0,17.0,3,141.8,1,0,0
21894.0,0.9446246284027888,0,18.0,1,253.1,4,0,0
22806.0,1.1396934605404754,0,17.0,0,760.0,1,0,0
6156.0,1.121736940124202,1,9.0,1,1234.1,0,0,0
11644.0,1.1900101608799378,1,8.0,1,1525.6,5,0,0
68490.0,1.27360107106231,0,22.0,2,818.8,1,0,0
9282.0,1.3009217167107485,0,18.0,0,135.0,3,0,0
22809.0,1.1176009920486407,0,18.0,2,255.2,2,0,1
16165.0,1.3912783368910226,0,12.0,4,365.1,2,0,0
8130.0,1.2516095790637978,0,8.0,4,141.7,2,0,0
5195.0,0.9898496411943851,0,11.0,0,521.1,5,0,0
30899.0,1.275814136219429,0,18.0,1,222.1,2,0,0
13429.0,0.8486384173235475,0,11.0,4,363.1,4,0,0
10418.0,1.4837365297523886,0,10.0,3,877.0,2,1,0
42806.0,0.927322247123799,0,13.0,6,296.5,2,0,0
10215.0,1.0649391823893306,0,10.0,5,23.3,1,0,0
29072.0,1.639882114166427,0,11.0,3,75.8,2,0,0
46072.0,0.6892684941479404,0,15.0,1,151.3,2,1,0
1380.0,1.3091410283513063,0,17.0,3,239.8,1,0,0
56595.0,8.877772932410625,1,3.0,5,11.7,8,1,1
25050.0,0.8475560296698391,0,19.0,1,33.0,0,0,0
10248.0,0.5390810014009744,0,12.0,3,298.5,3,0,0
10042.0,1.0681798196509575,0,16.0,1,541.3,1,0,0
9285.0,0.661627107131745,0,22.0,2,280.3,4,0,0
37149.0,3.9752466891473768,1,22.0,8,0.9,6,0,1
858.0,1.1516359590032232,0,10.0,0,121.8,1,0,0
4126.0,0.7024550818125559,0,12.0,0,211.9,1,0,0
25390.0,1.004813613419134,0,13.0,2,182.7,2,0,0
43181.0,1.091713429735933,0,13.0,1,285.0,0,0,0
11893.0,0.8654687968647128,0,16.0,1,352.5,3,1,1
25793.0,1.0978150388085322,0,16.0,0,442.8,2,0,0
49970.0,4.181707009349181,1,2.0,7,4.8,7,0,0
27626.0,1.2004731300273683,0,18.0,3,24.0,3,0,0
10817.0,1.4354309571750383,0,13.0,2,789.8,2,0,0
42592.0,1.331299027163487,0,16.0,2,314.5,3,0,0
39912.0,5.12189972426007,1,0.0,6,35.0,6,0,1
54937.0,0.6116148456441184,1,9.0,1,406.1,1,0,0
16691.0,1.0863098949256185,0,17.0,3,254.6,2,0,0
52077.0,6.475043235522991,1,0.0,8,8.5,7,1,1
9429.0,0.9359473940927305,0,13.0,1,599.7,1,0,0
49191.0,1.4999184480254653,0,12.0,2,460.6,0,0,0
10793.0,1.138934460210035,0,11.0,1,586.5,2,0,0
10442.0,1.000015551152591,1,15.0,0,494.5,0,0,0
155042.0,3.717364077331357,1,3.0,6,5.6,11,0,1
13497.0,0.8429602789987447,0,11.0,1,190.7,3,0,0
24121.0,1.464276104765811,0,16.0,2,759.0,0,0,0
10715.0,0.8090160043232819,0,13.0,1,342.1,2,0,0
62061.0,1.0930883132817126,0,15.0,0,962.1,2,0,0
34012.0,1.0692633345974984,0,12.0,1,110.3,1,0,1
3039.0,1.0926013558673557,0,14.0,0,265.1,3,0,0
26679.0,0.8066054082278303,0,11.0,2,369.5,1,0,0
20274.0,0.9429777393781993,0,20.0,2,85.5,3,0,0
2139.0,1.1607358483629286,0,10.0,1,184.0,3,0,0
23226.0,1.3377876549431031,0,15.0,1,18.4,0,0,0
8428.0,0.9983970617805624,0,15.0,2,1205.2,0,0,0
27222.0,0.74957448390681,0,17.0,1,35.0,3,0,0
21033.0,1.1282824146480062,0,11.0,5,271.8,2,0,0
11082.0,0.6716245126676837,0,7.0,2,291.1,4,0,0
2571.0,0.4589790776030692,0,9.0,0,152.9,1,0,0
7197.0,0.7584543584404629,0,15.0,0,844.3,1,0,0
5394.0,1.3716550098185887,0,17.0,1,9.0,7,0,0
12776.0,1.1508526592682737,0,15.0,3,37.6,1,0,0
10435.0,0.7931350361091447,0,18.0,2,20.9,2,0,0
7653.0,1.2868356056853403,0,16.0,1,76.5,1,0,0
9935.0,1.3522292337803588,0,13.0,4,218.5,1,0,0
10227.0,0.6423156855998644,0,19.0,0,129.9,3,0,0
9869.0,1.0578583326760902,1,13.0,1,164.1,2,0,0
42269.0,1.2547595700041525,0,8.0,3,308.0,1,0,1
20550.0,1.1175929285817476,0,18.0,0,958.5,1,0,0
24243.0,1.333840644772537,1,17.0,0,79.6,3,0,0
12182.0,3.8128001216363403,1,21.0,2,16.2,8,1,1
5187.0,1.3710506804384057,0,21.0,1,311.7,2,0,0
5825.0,1.229446336223933,0,10.0,2,105.9,5,1,0
23905.0,1.0636302497476533,1,16.0,3,29.0,1,0,0
11347.0,1.142341188850462,0,11.0,1,530.4,0,0,0
19396.0,1.042872293357382,0,16.0,2,197.8,4,0,0
2887.0,1.039074817984054,0,16.0,1,167.9,1,0,0
8597.0,1.1128435897256705,1,20.0,3,244.1,2,0,0
15512.0,0.9099976866706331,0,14.0,1,304.4,1,0,0
21045.0,1.1720387844000817,0,17.0,3,786.5,3,0,0
39224.0,1.0671465398091655,1,0.0,6,55.1,13,1,1
22956.0,1.1473327028744922,0,10.0,2,111.1,1,0,0
3242.0,1.2602890100075206,0,11.0,3,23.1,1,0,0
10968.0,1.061803544404993,1,11.0,2,432.6,0,0,0
17429.0,1.0237617657743971,0,15.0,1,467.4,2,0,0
14162.0,0.8592057094197995,0,13.0,1,134.5,0,0,0
8592.0,0.810333567665312,0,12.0,0,526.7,2,1,0
29342.0,2.652874245462598,1,5.0,5,30.0,7,0,1
18284.0,1.2864405720977221,1,18.0,2,8.6,4,0,1
14383.0,0.8297324138082606,1,9.0,1,8.8,2,0,0
18381.0,0.9809368365449745,0,12.0,3,219.7,2,0,0
16580.0,0.965879942059888,0,17.0,0,1339.6,2,0,0
111746.0,2.5695069181440573,1,21.0,3,26.3,4,1,1
15625.0,1.4250522721689596,0,14.0,3,21.3,1,0,0
32442.0,0.9760964883623935,0,19.0,2,527.3,1,0,0
6230.0,1.0879244419789162,0,23.0,2,15.0,2,0,0
3633.0,0.871009092381959,0,18.0,1,233.5,0,0,0
23113.0,1.2985359731348982,0,11.0,1,2237.0,2,0,1
9032.0,1.1674820190524666,0,5.0,2,1176.5,0,0,0
24054.0,0.8750380006180365,0,6.0,1,202.5,6,0,0
5790.0,0.9852654030321915,0,11.0,6,54.5,2,0,0
2982.0,0.8330292125531019,0,23.0,1,309.2,3,1,0
19848.0,4.11660689002585,1,21.0,2,54.4,8,0,1
10081.0,1.2921862010516296,0,14.0,1,836.9,2,0,0
20420.0,0.6557093958478211,1,9.0,1,58.9,2,1,0
27980.0,3.0350285283885556,1,2.0,7,1.1,7,0,1
21567.0,0.5043552410330433,0,12.0,0,468.0,2,0,0
14730.0,0.5655622141296313,0,15.0,1,854.2,0,0,0
10243.0,1.2853430261836052,1,14.0,2,466.6,1,0,0
11781.0,1.4311258706221688,0,13.0,1,40.5,1,0,0
13062.0,0.9753013513276051,0,15.0,2,336.2,1,0,0
13800.0,0.8325292984052498,0,16.0,1,202.8,2,0,0
2403.0,1.1804909676033546,0,6.0,4,1014.8,3,0,0
18982.0,0.48455592438923434,0,14.0,1,318.9,2,0,0
7961.0,1.533014746428971,1,10.0,1,189.1,2,0,0
16560.0,0.9508404306120087,0,16.0,1,14.1,1,0,0
24828.0,3.0196227764271244,1,2.0,2,10.3,6,0,1
8600.0,0.9012348466220331,0,19.0,1,116.9,1,0,0
20927.0,1.3360338412296824,0,13.0,0,800.0,2,0,0
57478.0,1.1022248626197606,0,14.0,4,181.1,3,0,0
17245.0,0.5332217012572357,0,17.0,0,260.2,0,0,0
9234.0,0.9224024740984379,0,5.0,0,40.0,1,0,0
4809.0,1.2714266858262586,0,15.0,0,717.3,1,0,0
6618.0,0.8458755534356153,0,5.0,0,560.8,3,1,0
18709.0,0.7289087647752676,0,9.0,1,25.0,1,0,1
68923.0,5.4859658335731245,1,22.0,6,26.2,6,1,0
14284.0,0.6548689231087491,0,16.0,2,468.7,2,0,0
6025.0,0.8618465105696904,0,18.0,2,188.0,3,0,0
8559.0,1.291039918977043,1,15.0,2,231.6,2,0,0
18409.0,3.18813035232379,1,0.0,7,15.8,10,0,1
13034.0,1.192684481363984,0,17.0,1,313.9,2,0,0
79750.0,4.590390713562915,1,3.0,2,6.4,8,1,1
12566.0,0.8713219943541953,0,18.0,3,88.8,4,0,0
3547.0,0.7166489249917873,0,10.0,2,401.0,1,0,0
12937.0,0.6761630822836044,0,19.0,3,1066.1,2,0,0
5521.0,1.1134666385849594,0,18.0,2,474.9,3,0,0
6971.0,0.8748269940376524,0,16.0,1,759.7,3,1,0
21520.0,0.7746016319511716,0,17.0,0,1426.8,4,0,0
28729.0,0.6890388071753747,0,20.0,2,37.1,1,1,0
24238.0,0.5288345091829032,1,21.0,7,24.0,5,1,1
16951.0,1.121249052423094,0,3.0,4,219.9,2,1,0
14097.0,0.796338784790488,1,11.0,3,1308.9,4,0,0
6519.0,1.1397896199177073,0,15.0,3,388.1,5,0,0
22768.0,0.7522314284938357,0,11.0,2,620.3,2,0,0
22271.0,0.9724385532558762,0,19.0,2,240.1,2,0,0
6766.0,4.780562005807087,1,21.0,5,5.9,8,1,1
10481.0,1.44659442125141,0,19.0,1,365.6,2,0,0
40533.0,1.3601518422775563,0,11.0,1,542.0,0,0,0
24237.0,1.1553292571241303,0,12.0,3,158.6,2,0,0
21726.0,1.3775040900402558,1,0.0,1,88.6,4,0,0
11010.0,0.964168975287792,0,15.0,3,12.0,2,0,0
52571.0,0.7520437857416739,0,6.0,0,740.2,1,0,0
7198.0,1.1506744999689007,0,17.0,1,310.8,1,0,0
5771.0,1.2200219642134935,0,13.0,1,4.6,1,0,0
25242.0,1.4390185805371853,0,17.0,0,862.3,0,0,0
3776.0,0.8429866842012955,0,12.0,1,285.5,2,0,0
23891.0,1.0381648718789502,0,16.0,4,901.4,2,0,0
49292.0,1.3665543935055418,0,14.0,1,285.5,0,0,0
23282.0,0.8549401701181432,0,15.0,0,125.1,1,0,0
46099.0,4.519235228405459,1,23.0,6,83.9,7,1,1
4202.0,1.0976963225689629,0,16.0,0,43.3,2,0,0
30186.0,0.6077333140404038,0,19.0,3,116.9,2,0,0
23575.0,1.1932897318133828,0,16.0,3,424.5,1,0,0
1623.0,1.1391922570702269,0,13.0,0,126.8,2,0,0
38439.0,5.764754086984174,1,22.0,10,35.3,10,1,1
8497.0,1.4621744316418948,0,15.0,1,28.4,3,0,0
17326.0,1.5605505221491076,0,23.0,4,650.1,0,0,1
25855.0,0.5615432888528376,1,9.0,1,215.1,5,0,0
15264.0,0.8424758231438235,0,18.0,0,346.0,2,0,0
43950.0,4.996792889766763,1,5.0,6,7.9,7,1,1
10885.0,0.46015397455908835,0,14.0,0,614.4,2,0,0
3410.0,1.0788930494623712,0,18.0,0,1706.5,3,0,0
4633.0,0.802189795435487,0,17.0,4,122.3,0,1,0
11996.0,0.9340294183909351,0,14.0,1,381.5,0,0,0
30445.0,4.5297016984410945,1,21.0,7,4.5,7,1,1
26532.0,0.7704155630647385,0,13.0,0,298.9,1,0,0
8098.0,1.0980242013149455,0,14.0,0,62.0,0,0,0
20193.0,0.5189947002424222,0,12.0,5,170.0,1,0,0
12453.0,1.2644966701823765,0,14.0,3,629.3,0,0,0
27292.0,1.1045868307382272,0,16.0,1,1985.5,0,0,0
32581.0,0.9130662093018164,0,15.0,1,1208.6,1,0,0
3987.0,1.0567930426438703,0,15.0,1,727.8,1,0,0
11480.0,1.2685980271154036,0,12.0,2,119.5,1,0,0
2377.0,0.7350119584307002,0,13.0,1,396.0,2,0,0
15075.0,0.5803346119531851,0,9.0,2,162.5,1,1,0
109360.0,5.255079080440358,1,23.0,8,8.2,10,1,1
15249.0,1.4447650519640955,1,11.0,0,255.0,2,0,0
23282.0,0.8298327806875393,0,14.0,0,97.3,2,0,0
81142.0,2.600326681992853,1,2.0,3,55.3,5,0,1
17908.0,0.9290227148868309,0,10.0,3,522.6,2,0,0
19605.0,0.6492466651096337,0,15.0,3,418.3,6,0,0
8583.0,0.8248982059339702,0,11.0,1,1278.1,2,0,0
5357.0,0.6474154534796439,1,15.0,3,13.6,0,0,0
8531.0,1.1148399614386157,0,17.0,1,54.6,5,0,0
12791.0,0.7782825920404417,0,16.0,0,78.8,3,0,1
15846.0,1.2006120886952063,0,13.0,1,137.9,0,0,0
5871.0,1.0857976889478396,0,12.0,2,549.5,1,0,0
18477.0,0.8554872698657414,0,16.0,4,1542.7,3,0,0
9422.0,1.0454861071274848,0,14.0,1,120.1,5,0,0
1009.0,1.3253624343048762,0,14.0,0,151.8,0,0,0
12978.0,1.0238619216523914,0,8.0,2,334.5,0,0,0
9463.0,0.8359707674892276,1,13.0,2,44.7,2,0,0
9968.0,0.34533014668243966,0,11.0,5,213.7,2,0,0
12695.0,0.9061583752803872,0,12.0,1,198.6,1,0,0
23292.0,1.0785322805331325,0,15.0,3,461.0,3,1,0
3968.0,0.9605335971941469,0,16.0,1,1140.7,0,0,0
7276.0,0.935690893542967,0,14.0,1,1020.8,3,0,1
19515.0,1.3366658177427744,0,18.0,1,368.0,2,0,0
9212.0,0.9044634022486041,0,10.0,2,86.6,4,0,0
138607.0,4.740641440013581,1,5.0,5,0.3,6,1,1
10363.0,0.9493974028532299,0,10.0,2,348.9,2,0,0
7948.0,1.4383382481524563,0,21.0,2,217.0,1,0,0
33139.0,1.4763732547745765,0,11.0,2,663.7,0,0,0
12371.0,1.1275485513248007,0,13.0,1,553.6,4,0,1
10715.0,1.184472587804164,0,16.0,1,263.4,1,0,0
3246.0,1.5858392931467757,0,15.0,3,965.1,1,0,0
5501.0,0.8671179377266665,0,21.0,1,326.5,3,0,0
12696.0,1.0174016771860348,0,13.0,1,389.4,0,0,0
8892.0,0.7604570629643571,0,18.0,3,269.7,2,0,0
22041.0,0.8507672327997172,0,11.0,1,957.3,1,0,0
21891.0,1.139463829846935,0,11.0,2,168.1,2,0,0
6781.0,1.3414960687824211,0,17.0,5,561.5,0,0,0
14969.0,0.37687184578991817,0,9.0,1,144.2,2,0,1
9882.0,0.600190805804374,1,6.0,0,60.8,4,0,0
21753.0,1.2233892553395804,0,14.0,1,62.7,6,0,0
7450.0,1.109371174833844,0,15.0,2,438.8,1,0,0
14733.0,1.2091503001116464,0,15.0,2,1301.8,0,0,0
20962.0,0.9054697817169202,0,13.0,1,1014.9,2,0,0
13820.0,0.9434937462301934,0,6.0,0,77.1,3,1,0
