log_data-ranges_min,log_data-ranges_std_deviation,log_data-types_count_par_sec,log_interval-messages,log_messages_count_par_sec,network_fragmented-packets_par_sec,network_interval-packets,network_ip-flags_min,network_ips_dst_count_par_sec,network_macs_all_count_par_sec,network_mss_min,network_packet-size_min,network_packets_dst_count_par_sec,network_payload-length_min,network_payload-length_std_deviation,network_ports_dst_count_par_sec,network_ports_src_count_par_sec,network_protocols_dst_count_par_sec,network_protocols_src_count_par_sec,network_tcp-flags-psh_count_par_sec,network_tcp-flags-rst_count_par_sec,network_tcp-flags-syn_count_par_sec,network_tcp-flags-urg_count_par_sec,network_tcp-flags_max,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_ttl_min,network_ttl_std_deviation,network_window-size_min,label2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,970.0,0.0,936.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005929,0.005929,0.0,64.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
1023.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,9.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.001426,0.0,0.000713,64.0,95.5,5598.0,benign
6.0,0.0,1.0,0.0,1.0,0.0,448.0,0.0,2.0,3.0,0.0,54.0,1.0,0.0,8.5,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,24.0,0.110879,0.0,0.0504577079036383,64.0,95.5,5604.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,26.257142857142856,0.0,12.0,11.0,0.0,54.0,17.0,0.0,267.1395156717428,14.0,13.0,4.0,3.0,16.0,0.0,0.0,0.0,24.0,0.249384,0.0,0.0475837467620685,55.0,93.47979579685774,660.0,benign
-0.7,0.5880476171195662,2.0,0.0,2.0,0.0,1.5,0.0,2.0,2.0,0.0,54.0,2.0,0.0,19.327585352432298,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.060164,1e-06,0.0282412041646008,64.0,90.03826347108705,5620.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
1023.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,9.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.044124,0.0,0.022062,64.0,95.5,5606.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03177,0.03177,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,3.0,3.0,0.0,54.0,3.0,0.0,895.9349529960309,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,24.0,0.257455,0.0,0.0993624954062648,61.0,77.01168742470198,660.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,9.995917534020515,0.1428571428571428,1001.3333333333334,1.0,0.0,20.640949554896142,0.0,0.5714285714285714,0.5714285714285714,1460.0,60.0,23.714285714285715,0.0,2.1841730450194574,23.0,23.857142857142858,0.2857142857142857,0.4285714285714285,1.0,23.428571428571427,22.571428571428573,0.0,24.0,0.044552218,3.3e-08,0.0027577819755285,37.0,102.83714239381425,1024.0,recon
915.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,54.0,2.0,0.0,22.93877721239735,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.012059,0.000292,0.0049001548444921,64.0,95.5,5642.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,66.0,2.0,0.0,933.4074672938932,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,24.0,0.002429,0.0,0.001191463595751,61.0,1.5,660.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.3255419885372539,0.0,0.7142857142857143,0.4285714285714285,1460.0,60.0,1432.857142857143,0.0,80.10143801065477,145.0,145.0,0.4285714285714285,0.4285714285714285,1.0,1428.571428571429,1428.571428571429,0.0,24.0,0.09352535,2.8e-08,0.0012516180577389,37.0,9.294776729775746,0.0,recon
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08863,0.08863,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,1.0,0.0,1.0,0.0,166.0,0.0,3.0,3.0,0.0,54.0,2.0,0.0,8.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,24.0,0.029978,0.0,0.0117729839569244,64.0,95.5,5632.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,214.0,0.0,180.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000802,0.000802,0.0,255.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.072895,0.072895,0.0,0.0,0.0,0.0,benign
0.0,0.0,2.0,0.0,2.0,0.0,22.5,0.0,2.0,2.0,0.0,54.0,2.0,0.0,8.956685895029603,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.014266,0.0,0.0065258305899623,64.0,90.03826347108705,5632.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,2.0,2.0,0.0,66.0,3.0,0.0,548.9332928507798,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,24.0,0.005528,0.0,0.0020988489797982,61.0,1.4696938456698574,660.0,benign
11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,8.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.006945,0.000292,0.0033265,64.0,95.5,5614.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,19.27272727272728,0.0,12.0,12.0,0.0,54.0,22.0,0.0,354.70534876774053,13.0,13.0,3.0,2.0,22.0,0.0,0.0,0.0,24.0,0.168317,0.0,0.0336329180103858,61.0,95.0298562571096,660.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,7.5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.028701,0.0,0.0143505,64.0,95.5,5608.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dos
0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,3.0,3.0,0.0,54.0,3.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,24.0,0.030123,1e-06,0.01151641349577,64.0,95.5,5612.0,benign
-0.7,0.5880476171195662,2.0,0.0,2.0,0.0,2.5,0.0,2.0,2.0,0.0,54.0,2.0,0.0,19.327585352432298,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.004241,0.0,0.0019992265726747,64.0,90.03826347108705,5596.0,benign
22.3,0.0,1.0,0.0,7.0,0.0,1.1428571428571428,0.0,2.0,2.0,0.0,54.0,4.0,0.0,35.755899862819845,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,24.0,0.007345,0.0,0.0024940843729463,64.0,95.5,5616.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,12.0,12.0,0.0,54.0,16.0,0.0,397.88098501551264,13.0,13.0,3.0,2.0,16.0,0.0,0.0,0.0,24.0,0.147682,0.0,0.0297632174797905,61.0,94.55609885690954,660.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010287,0.010287,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004884,0.001288,0.0014942625829039,0.0,0.0,0.0,benign
911.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,54.0,2.0,0.0,22.93877721239735,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.030992,0.0,0.013074681112268,64.0,95.5,5628.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,7.5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.18251,0.0,0.091255,64.0,95.5,5630.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,8.5,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.006995,0.0,0.0034975,64.0,95.5,5570.0,benign
1023.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,54.0,1.0,0.0,9.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.045809,0.0,0.0229045,64.0,95.5,5590.0,benign
139.0,0.0,1.0,0.0,2.0,0.0,0.6666666666666666,0.0,2.0,2.0,0.0,54.0,2.0,0.0,11.0227038425243,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.013103,0.0,0.0054471178158729,64.0,95.5,5588.0,benign
916.0,0.0,2.0,0.0,3.0,0.0,1.6666666666666667,0.0,2.0,2.0,0.0,54.0,2.0,0.0,22.93877721239735,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.011828,0.0,0.0048331027818576,64.0,95.5,5550.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,21.644012944983817,2.0,0.4285714285714285,0.4285714285714285,1460.0,60.0,24.142857142857142,0.0,103.5032790384696,4.142857142857143,4.142857142857143,0.2857142857142857,0.5714285714285714,8.0,0.0,8.0,0.0,24.0,0.154483,0.0,0.014347296380749,63.0,0.4979295977316241,501.0,web
0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.029947,0.002756,0.0135955,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0347962678517281,0.0,0.8571428571428571,0.4285714285714285,0.0,60.0,26385.0,0.0,0.4521945322702564,2162.0,9416.57142857143,0.4285714285714285,0.4285714285714285,0.0,2353.285714285714,0.0,0.0,20.0,0.001500521,2.5e-08,0.0001019983772738,46.0,0.0610177399086506,0.0,dos
129.0,0.0,1.0,0.0,2.0,0.0,1.6666666666666667,0.0,2.0,2.0,0.0,54.0,2.0,0.0,11.0227038425243,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.014236,0.0,0.0058155483619345,64.0,95.5,5596.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
4.0,0.0,1.0,0.0,1.0,0.0,17.666666666666668,0.0,3.0,3.0,0.0,54.0,2.0,0.0,7.5,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,24.0,0.018245,0.0,0.0076864418621362,64.0,95.5,5606.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,24.25,0.0,11.0,11.0,0.0,54.0,14.0,0.0,411.720822482049,11.0,11.0,4.0,3.0,13.0,0.0,0.0,0.0,24.0,0.152136,0.0,0.0402846188785232,61.0,94.03555641913458,660.0,benign
3.0,0.0,1.0,0.0,1.0,0.0,119.33333333333331,0.0,2.0,2.0,0.0,54.0,2.0,0.0,8.5,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,24.0,0.084701,0.0,0.0328830220402565,64.0,95.5,5564.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
211.0,0.0,1.0,0.0,2.0,0.0,0.6666666666666666,0.0,2.0,2.0,0.0,54.0,2.0,0.0,10.594810050208546,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.007469,0.0,0.0030496665698892,64.0,95.5,5596.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,2.4192094313453536,0.0,36.42857142857143,6.571428571428571,1460.0,60.0,109.71428571428572,0.0,63.60789372764081,37.57142857142857,37.71428571428572,0.5714285714285714,0.7142857142857143,59.0,29.142857142857142,41.85714285714285,0.0,24.0,0.031858354,2.9e-08,0.0041441461176883,63.0,51.75394671022765,0.0,malware
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,2.0,2.0,0.0,66.0,1.0,0.0,42.92888175679502,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,24.0,0.017153,0.001929,0.0069432619295416,53.0,5.185449728701329,135.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,126.875,2.0,0.2857142857142857,0.2857142857142857,1460.0,60.0,0.7142857142857143,0.0,167.8026471634513,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.0,24.0,0.007603157,3.4e-08,0.0023780891637887,64.0,0.0,0.0,recon
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
910.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,54.0,2.0,0.0,22.93877721239735,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.022409,0.0,0.0093786700916227,64.0,95.5,5628.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,2.0,3.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.055068,0.0,0.0237795626022758,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,3.0,0.0,66.0,3.0,0.0,901.6327165512326,4.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,24.0,0.056724,0.0,0.0198735746490995,61.0,86.88578070598714,660.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00936,0.000991,0.0036537160079385,0.0,0.0,0.0,benign
1.0,0.0,1.0,303.0,2.0,0.0,101.0,0.0,2.0,2.0,0.0,54.0,2.0,0.0,8.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,24.0,0.019365,0.0,0.0090247929754648,64.0,95.5,5570.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004663,0.004663,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,72.33333333333333,2.0,3.0,3.0,0.0,60.0,5.0,0.0,606.1401158148171,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,24.0,0.071891,0.0,0.024770632415118,61.0,1.4696938456698574,660.0,benign
111.0,3.481730744844026,0.1428571428571428,1002.1666666666666,2.0,0.0,209.20689655172413,0.0,0.4285714285714285,0.2857142857142857,0.0,60.0,2.142857142857143,0.0,10.304731922762477,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,2.0,0.0,0.0,0.0,24.0,0.132942275,0.002907275,0.0411501764390274,64.0,95.5,5060.0,mitm
22.5,0.0,1.0,0.0,7.0,0.0,114.125,0.0,2.0,3.0,0.0,54.0,5.0,0.0,34.12454212147029,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,24.0,0.029955,0.0,0.0090939607310444,64.0,95.5,5598.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,214.0,0.0,180.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015329,0.015329,0.0,255.0,0.0,0.0,benign
82.0,0.0,1.0,0.0,2.0,0.0,43.4,0.0,2.0,2.0,0.0,54.0,3.0,0.0,15.752424857427156,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,24.0,0.015249,0.0,0.0054874538241539,64.0,95.5,5644.0,benign
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
