Duree_Connexion,Octets_Source_Vers_Dest,Octets_Dest_Vers_Source,Taux_Paquets_Secondes,Fenetre_TCP_Moyenne,Ports_Dest_Distincts,Connexions_Simultanees,Taux_Erreur_CheckSum,Frequence_SYN_Flags
27021.25,4004.93,543.62,142.04,1024,2,4.0,0.0379,0.1371
108872.72,1427.56,873.33,89.03,1024,1,4.0,0.0163,0.0941
4848.15,3094.96,3784.52,0.83,8192,2,6.0,0.0171,0.1069
146424.37624999997,1400.27,3734.35,139.03,16384,1,3.0,0.011,0.0985
52489.16,1688.79,7498.0,81.43,16384,3,6.0,0.0304,0.1801
7082.06,3382.18,3191.12,64.79,16384,0,4.0,0.0246,0.0856
56628.77,1596.28,1341.49,121.02,8192,1,6.0,0.0025,0.1975
49793.38,1126.24,768.22,11.11,16384,3,5.0,0.0481,0.0818
11098.86,1794.44,1414.09,1.52,8192,3,1.0,0.041,0.1669
98760.69,2129.6,1046.52,36.67,8192,1,1.0,0.0408,0.0122
141490.96,4717.02,1794.8,85.3,1024,2,2.0,0.0255,0.1305
41590.22,4415.81,2020.55,100.86,2048,2,6.0,0.0482,0.1443
4754.51,7039.43,3613.4,60.13,4096,0,7.0,0.0238,0.1562
125686.31,3643.83,9663.64875,66.68,1024,0,6.0,0.0438,0.1461
19297.09,1701.81,5865.34,40.45,2048,0,10.0,0.004,0.1905
17845.03,1078.55,1746.17,104.34,2048,3,7.0,0.0062,0.1065
14232.51,1250.17,388.23,98.04,37888,2,7.0,0.0365,0.0155
57246.43,9747.7075,6562.46,264.71000000000004,4096,3,4.0,0.0039,0.3319
146424.37624999997,542.27,1701.12,3.78,8192,0,8.0,0.0265,0.138
27637.09,3108.32,6816.63,131.31,16384,3,10.5,0.0223,0.0782
58045.23,6855.85,3262.17,50.1,16384,1,9.0,0.0441,0.0033
7707.79,1421.28,3960.43,99.17,2048,1,5.0,0.0307,0.2
1038.38,4264.06,3852.96,142.27,8192,6,5.0,0.015,0.0909
52546.7,5174.08,3420.83,62.2,1024,2,6.0,0.019,0.1784
61187.73,1442.54,4070.03,89.75,37888,2,2.0,0.0081,0.0801
23391.32,4722.94,2316.62,101.98,8192,1,3.0,0.0262,0.0315
146424.37624999997,980.27,4362.02,109.75,1024,1,7.0,0.0231,0.1238
15804.67,2422.01,3803.78,4.06,8192,3,8.0,0.07894999999999999,0.0336
36753.76,527.97,4746.48,24.75,2048,0,2.0,0.0285,0.0986
17989.02,9747.7075,3348.74,264.71000000000004,2048,0,9.0,0.0158,0.3319
9399.6,3283.4,6136.96,27.69,37888,1,4.0,0.0488,0.0674
121415.63,9747.7075,2639.4,264.71000000000004,16384,0,4.0,0.0233,0.3319
11934.7,504.71,329.9,169.07,4096,6,6.0,0.0191,0.0405
2781.47,5247.93,1692.18,71.19,37888,2,7.0,0.0055,0.0766
18753.32,2778.17,3539.13,94.3,16384,1,2.0,0.0036,0.1368
4025.22,5362.52,2133.23,107.79,16384,1,4.0,0.0122,0.0591
5348.97,2477.61,2215.6,78.02,2048,1,9.0,0.0418,0.1695
6160.87,9747.7075,5899.7,264.71000000000004,1024,1,6.0,0.0022,0.3319
75719.59,5329.15,1012.12,97.75,37888,1,3.0,0.0336,0.0865
80948.42,4624.75,9663.64875,124.49,2048,2,8.0,0.0337,0.1284
89152.41,100.08,1594.46,71.58,1024,1,3.0,0.0346,0.0197
96299.65,4065.75,2046.36,65.65,37888,2,4.0,0.0499,0.0121
82174.34,1374.17,3584.54,132.34,8192,6,4.0,0.0389,0.0444
74228.65,769.22,623.53,41.18,37888,0,6.0,0.0053,0.1553
1955.73,3616.32,4646.19,123.93,37888,6,6.0,0.0208,0.0815
3894.58,1894.34,4088.52,106.97,2048,1,3.0,0.021,0.1952
104854.16,1599.31,6341.79,23.42,4096,3,3.0,0.0085,0.0019
56394.48,5542.79,3532.71,89.9,1024,1,4.0,0.0049,0.0281
36691.34,523.37,3835.84,11.1,2048,2,3.0,0.0307,0.1261
78817.07,3258.72,1641.27,63.94,37888,6,5.0,0.018,0.1073
3066.86,1614.28,7178.4,97.41,4096,1,4.0,0.025,0.1692
115020.38,4000.12,2395.42,97.69,4096,3,2.0,0.0171,0.1353
5212.3,1748.87,2121.17,57.31,8192,0,4.0,0.0069,0.1638
17976.75,3318.46,2116.55,9.86,8192,1,8.0,0.07894999999999999,0.1791
146424.37624999997,3103.86,1741.75,112.02,16384,1,4.0,0.0492,0.1015
146424.37624999997,2305.68,908.01,132.21,2048,1,3.0,0.0272,0.1407
21150.38,1259.5,1834.84,121.66,8192,0,3.0,0.0041,0.0656
53563.31,1738.16,4027.06,106.9,37888,2,4.0,0.0201,0.1842
9768.45,2160.48,2732.77,89.64,1024,5,6.0,0.0438,0.0973
21315.57,1798.29,901.8,6.09,4096,0,5.0,0.0399,0.1942
131948.22,2003.96,5524.82,108.69,37888,3,3.0,0.0497,0.1433
15568.91,747.59,5430.44,66.22,8192,2,6.0,0.0306,0.1725
24059.04,4767.1,3108.44,125.23,16384,2,4.0,0.0143,0.1596
1525.17,9747.7075,559.59,264.71000000000004,2048,3,7.0,0.0343,0.3319
8105.55,1854.1,7390.83,129.18,4096,1,10.5,0.0092,0.0576
34695.64,5324.01,1869.79,141.58,1024,2,7.0,0.031,0.1869
6450.13,4785.88,621.33,14.92,37888,1,5.0,0.07894999999999999,0.1954
86539.07,2597.67,5901.73,41.31,4096,2,4.0,0.0054,0.12
121452.82,1091.16,7662.94,12.75,16384,4,2.0,0.0077,0.1312
60688.92,9747.7075,3631.22,27.78,8192,2,5.0,0.0493,0.1326
7805.2,3932.37,1477.5,91.02,8192,4,3.0,0.0109,0.1592
12059.2,1694.83,4087.61,105.8,8192,2,7.0,0.0113,0.0783
29649.22,2921.2,2826.29,179.02,1024,6,1.0,0.0256,0.0693
5953.34,3411.42,9663.64875,24.39,4096,4,10.5,0.0436,0.0241
48360.69,7927.09,2312.24,128.36,16384,1,5.0,0.0148,0.0287
146424.37624999997,2351.87,3222.74,64.17,8192,0,3.0,0.0254,0.0783
35054.72,6576.21,7311.96,140.97,16384,1,10.0,0.0241,0.1773
23586.14,1972.78,847.44,87.62,37888,5,8.0,0.0411,0.1916
11547.76,1004.52,6451.04,53.66,16384,1,5.0,0.0077,0.0377
25755.65,6522.98,3525.29,121.54,1024,3,4.0,0.005,0.1272
27674.84,2278.78,2607.19,53.36,8192,6,5.0,0.0363,0.168
146424.37624999997,3660.03,3508.63,139.27,37888,2,7.0,0.0442,0.1021
115476.59,5811.07,4853.97,119.51,1024,6,3.0,0.046,0.1957
17453.03,1429.62,3933.57,40.28,8192,0,9.0,0.0437,0.1324
146424.37624999997,860.8,6865.08,99.92,4096,2,6.0,0.0202,0.1299
95005.07,5933.46,5384.56,260.4,2048,6,9.0,0.0199,0.0457
30230.86,9747.7075,3897.2,264.71000000000004,4096,3,4.0,0.0065,0.3319
75882.84,999.8,6334.62,197.71,8192,6,3.0,0.0281,0.1357
15727.8,824.25,2835.18,23.72,4096,3,7.0,0.0193,0.0953
22704.43,1876.02,2737.34,60.67,2048,1,2.0,0.0068,0.1095
42476.49,1160.12,432.75,96.39,1024,4,4.0,0.0326,0.1924
13722.78,781.0,5360.73,109.49,4096,4,4.0,0.0058,0.0563
15485.53,4124.07,5208.12,76.64,4096,2,4.0,0.07894999999999999,0.1342
54295.45,3282.09,3168.98,163.54,4096,6,2.0,0.0427,0.0541
8939.04,4769.43,2861.92,107.62,1024,3,5.0,0.026,0.0877
82050.84,6504.78,3080.24,52.76,16384,1,3.0,0.0458,0.0092
114801.2,1008.79,4954.91,81.81,2048,2,4.0,0.0202,0.0148
2467.88,1956.88,3416.26,142.75,1024,3,4.0,0.0228,0.1962
1048.33,1637.41,673.45,117.02,2048,2,3.0,0.0271,0.1339
16109.46,1084.95,3020.8,67.24,2048,2,2.0,0.0204,0.0301
125752.61,1319.09,3029.71,60.35,37888,2,5.0,0.022,0.1825
26982.3,9747.7075,4762.56,264.71000000000004,37888,4,4.0,0.0347,0.3319
56282.8,6445.2,3630.81,30.2,4096,0,6.0,0.0078,0.084
11659.66,88.53,3946.41,109.42,1024,2,5.0,0.042,0.0828
5292.03,1719.65,1532.48,50.58,4096,3,2.0,0.0086,0.1602
85725.39,7957.76,2216.51,133.08,1024,1,1.0,0.0382,0.1284
50827.48,7223.29,6207.08,89.35,8192,1,5.0,0.0332,0.1202
2906.61,1165.95,2658.92,6.99,4096,2,4.0,0.0375,0.1812
15687.84,1848.96,2003.75,115.02,4096,1,8.0,0.0475,0.1312
14407.87,4514.06,1206.24,4.72,16384,0,4.0,0.0205,0.1286
31656.255,8625.12,9289.45,8.45,37888,1,4.0,0.0124,0.1552
36914.98,9747.7075,2029.93,264.71000000000004,16384,3,4.0,0.0238,0.3319
17525.55,9747.7075,1272.98,264.71000000000004,8192,4,8.0,0.0325,0.3319
14069.2,1921.03,412.29,66.53,2048,3,5.0,0.0095,0.0792
31473.97,5076.34,4731.05,17.3,4096,3,4.0,0.0398,0.0525
22098.36,9747.7075,5391.13,264.71000000000004,37888,4,4.0,0.0195,0.3319
16198.04,1485.79,2915.34,51.63,37888,2,5.0,0.0495,0.0747
3118.41,1350.95,4571.65,4.94,16384,3,6.0,0.0028,0.0213
73361.88,3840.51,2833.33,47.8,8192,4,3.0,0.0328,0.0503
3628.35,334.3,6901.92,71.32,2048,1,5.0,0.0427,0.0631
20848.62,1493.16,2458.63,124.0,1024,1,3.0,0.0183,0.1197
35300.88,1940.38,371.62,264.71000000000004,16384,6,1.0,0.0377,0.1998
44658.75,2083.09,2956.71,54.79,16384,4,7.0,0.0231,0.1672
115525.3,2049.81,8422.83,114.54,4096,1,5.0,0.027,0.1461
19099.17,2883.04,624.93,62.47,4096,1,7.0,0.0149,0.0706
13960.61,3454.88,618.54,37.65,8192,3,1.0,0.0327,0.1156
12912.79,9747.7075,368.2,264.71000000000004,8192,1,5.0,0.0263,0.3319
13568.6,3265.88,6006.27,47.68,37888,2,6.0,0.0473,0.1341
146424.37624999997,1508.47,4739.46,114.97,2048,1,5.0,0.045,0.0532
50947.83,1934.11,3205.33,232.89,1024,6,5.0,0.0368,0.0077
17725.92,1745.98,2326.02,115.08,1024,1,7.0,0.0144,0.0068
61924.24,3482.92,1616.14,74.84,37888,6,7.0,0.0268,0.0151
44873.27,2181.38,1679.14,87.53,8192,2,2.0,0.0326,0.0515
42833.09,3204.2,2863.09,35.43,8192,4,6.0,0.0388,0.0515
114249.35,3936.37,7828.85,117.77,16384,0,7.0,0.0368,0.1391
25916.14,2678.09,1920.29,40.02,4096,1,1.0,0.0221,0.1008
63705.28,4014.71,1285.68,42.6,37888,2,5.0,0.02,0.0774
92273.59,5179.71,1525.44,29.84,2048,3,9.0,0.0181,0.1555
30914.1,4330.51,1624.14,73.58,4096,1,6.0,0.0085,0.0504
143926.27,451.19,3088.21,4.99,4096,0,3.0,0.0162,0.0853
146424.37624999997,9747.7075,5729.88,210.65,16384,2,1.0,0.0031,0.3319
4372.31,7474.05,542.42,113.25,4096,1,9.0,0.0277,0.0488
51986.39,1915.09,3566.25,34.2,37888,2,8.0,0.0069,0.0534
15228.01,1502.78,2297.54,90.51,37888,6,4.0,0.0152,0.0372
92468.2,2257.92,1753.85,75.85,16384,1,7.0,0.0312,0.0962
21198.06,9747.7075,1326.01,264.71000000000004,37888,4,3.0,0.0396,0.3319
26948.82,2214.36,3870.58,46.3,1024,3,3.0,0.0189,0.1261
50636.06,8683.32,8991.39,72.96,16384,0,8.0,0.0249,0.1043
20798.89,3549.4,6532.94,107.53,16384,2,7.0,0.07894999999999999,0.0533
145016.31,972.13,1059.39,106.65,2048,0,1.0,0.0012,0.1747
146424.37624999997,981.94,2071.85,72.4,2048,2,3.0,0.0164,0.1303
20606.12,2793.32,1205.78,55.11,2048,3,3.0,0.0415,0.007
2763.17,1698.42,2588.61,60.26,1024,1,7.0,0.0218,0.1631
146424.37624999997,6202.9,2454.41,85.11,16384,0,10.5,0.0496,0.0619
89029.89,2500.77,6056.37,6.05,1024,5,4.0,0.0489,0.0136
15339.41,1349.08,453.21,146.43,8192,1,7.0,0.0315,0.015
18437.9,8075.1,1645.59,6.89,4096,2,5.0,0.0278,0.131
28233.53,2870.5,2766.86,22.75,16384,2,7.0,0.019,0.1781
9659.97,484.28,4785.67,58.86,2048,1,7.0,0.0243,0.0547
116450.92,9747.7075,2581.59,264.71000000000004,16384,1,6.0,0.0141,0.3319
123198.18,2181.63,3736.63,122.81,8192,1,4.0,0.0093,0.0017
52962.39,3061.97,1862.26,50.34,8192,2,5.0,0.0279,0.1734
69939.65,4358.14,1739.36,134.76,16384,3,3.0,0.0137,0.0326
53439.08,5442.49,5379.4,62.42,8192,0,4.0,0.0306,0.0421
106945.77,2198.75,4442.6,111.5,16384,5,4.0,0.031,0.0574
49012.19,3288.79,1855.85,48.08,2048,4,4.0,0.0365,0.1488
82994.48,8374.09,1933.27,161.8,4096,6,2.0,0.0307,0.0918
146424.37624999997,5243.88,2657.2,97.01,16384,3,4.0,0.0476,0.1335
3600.13,1906.73,2409.85,87.65,2048,3,3.0,0.0376,0.1359
69906.04,2906.93,2567.67,1.05,37888,1,4.0,0.0373,0.0256
10881.9,1527.69,1740.79,49.26,4096,5,5.0,0.0087,0.018
35555.26,2970.54,3584.72,129.64,2048,1,10.0,0.0306,0.0474
18804.76,1212.12,1483.97,5.69,4096,3,5.0,0.0459,0.0017
122191.5,3189.92,9018.46,103.3,16384,2,7.0,0.0477,0.0789
27050.25,719.83,1586.64,80.41,16384,3,6.0,0.01,0.1163
55207.36,9747.7075,484.45,264.71000000000004,1024,1,9.0,0.0346,0.3319
5921.56,4282.44,2465.72,76.01,4096,2,9.0,0.0389,0.0014
11000.2,1676.9,1306.97,129.82,37888,2,7.0,0.0128,0.0765
65197.67,2698.67,8045.21,15.49,4096,5,4.0,0.0293,0.1272
5840.44,4637.95,3718.42,149.71,1024,2,2.0,0.0166,0.1618
40094.06,4357.88,1316.03,143.36,1024,3,1.0,0.0352,0.1782
98857.82,585.07,1533.11,41.24,37888,2,4.0,0.0118,0.1427
31279.19,5256.71,2741.79,65.56,8192,3,3.0,0.041,0.0706
50096.43,1053.7,6176.99,121.13,8192,1,5.0,0.0099,0.0458
64413.53,2636.58,3935.62,131.22,4096,0,5.0,0.031,0.1988
81626.05,2501.21,920.02,47.01,2048,1,6.0,0.0177,0.1994
3159.63,1285.29,888.98,22.41,8192,5,3.0,0.0295,0.1344
8246.11,477.09,2823.24,30.49,1024,2,5.0,0.0485,0.0268
2100.1,1815.33,1734.51,33.99,8192,3,4.0,0.0102,0.0999
1683.29,681.79,3547.68,56.79,37888,2,8.0,0.0028,0.0534
146424.37624999997,6292.81,3270.28,84.82,37888,6,2.0,0.0426,0.1143
20832.9,3676.51,3973.44,84.79,2048,2,7.0,0.0201,0.0746
59791.8,1559.86,762.89,101.53,8192,2,3.0,0.0096,0.0542
36612.71,5367.43,9663.64875,264.71000000000004,4096,6,6.0,0.0465,0.0059
42041.48,9747.7075,137.55,264.71000000000004,4096,2,4.0,0.0085,0.3319
2904.67,2100.36,1616.97,46.37,16384,5,4.0,0.0439,0.1323
15163.91,1364.28,3840.95,31.32,37888,2,5.0,0.0009,0.155
17894.11,5093.23,877.54,130.5,1024,1,2.0,0.0259,0.0617
146424.37624999997,1219.54,2922.49,30.18,2048,1,8.0,0.0053,0.139
40394.12,3026.93,7850.41,108.1,8192,3,6.0,0.0099,0.1723
301.75,5129.65,3902.17,103.71,16384,3,5.0,0.0108,0.1241
107656.84,2993.17,4535.74,55.04,4096,1,10.5,0.0488,0.021
2650.05,3863.08,1761.08,65.06,1024,2,4.0,0.0004,0.0698
21107.17,3709.97,5310.28,213.92,2048,6,3.0,0.0046,0.1915
24785.56,833.03,540.53,44.49,16384,4,4.0,0.0198,0.1613
68723.54,5629.4,762.98,6.68,2048,0,4.0,0.0083,0.0701
94230.83,3059.17,6892.32,185.51,16384,6,2.0,0.0087,0.1149
57106.6,2867.06,3025.68,99.49,37888,2,2.0,0.0139,0.1468
146424.37624999997,5170.4,553.15,19.59,16384,1,7.0,0.0348,0.0183
134698.25,1992.06,801.43,118.58,4096,1,9.0,0.0291,0.1591
118.7,9747.7075,3398.46,264.71000000000004,2048,1,8.0,0.033,0.3319
26008.49,9747.7075,3526.02,94.89,4096,4,8.0,0.043,0.0895
7043.07,3438.18,463.08,51.57,4096,1,8.0,0.0209,0.0056
2910.44,5722.83,3134.64,25.16,4096,1,6.0,0.0045,0.1055
5019.86,9747.7075,9113.72,264.71000000000004,8192,1,2.0,0.0191,0.3319
47018.16,2325.18,7333.22,142.9,2048,4,3.0,0.0292,0.1487
146424.37624999997,806.3,1086.83,176.97,2048,6,3.0,0.0372,0.1397
59551.1,2637.68,7327.91,117.6,16384,6,3.0,0.0095,0.1742
60013.99,781.37,1454.46,22.49,4096,2,5.0,0.0436,0.1309
30494.66,9747.7075,7702.28,70.93,8192,4,2.0,0.0017,0.1228
51174.96,3643.1,4147.73,29.95,8192,3,10.5,0.0415,0.1742
10842.04,9747.7075,2562.34,73.9,4096,1,8.0,0.07894999999999999,0.1388
146424.37624999997,2613.62,1600.98,44.95,2048,0,3.0,0.0371,0.0309
92574.52,1634.55,6763.72,19.91,16384,1,5.0,0.0292,0.0044
18042.64,1053.77,5807.36,73.84,8192,3,4.0,0.0219,0.0613
13732.31,2749.23,5913.43,37.74,37888,4,4.0,0.0141,0.1332
62483.61,4417.3,1359.35,4.76,16384,1,7.0,0.0373,0.0164
23266.89,2981.92,9663.64875,54.03,4096,2,5.0,0.0035,0.1718
1474.72,5497.72,941.84,24.91,1024,3,4.0,0.0276,0.0338
21454.0,4068.86,1654.91,108.77,4096,4,7.0,0.07894999999999999,0.1338
46364.2,3293.21,7783.42,137.51,2048,3,6.0,0.0472,0.0438
24045.59,5353.45,1880.29,146.97,8192,0,4.0,0.0216,0.1887
5250.26,8028.41,3313.73,67.14,2048,1,2.0,0.0233,0.0763
8704.54,1389.49,689.14,74.75,37888,1,4.0,0.0217,0.1396
4077.68,2681.47,391.26,153.97,8192,6,3.0,0.0362,0.072
39382.72,2070.9,1832.62,15.04,1024,0,8.0,0.0353,0.1892
78240.83,3085.71,2406.79,110.49,8192,2,2.0,0.0316,0.0794
80662.39,1646.23,6692.26,130.4,2048,0,5.0,0.0199,0.1078
25419.13,2011.22,4433.6,28.92,4096,1,4.0,0.0413,0.0262
35761.64,6337.77,1088.11,78.0,37888,0,9.0,0.0145,0.122
48037.48,1878.36,1380.51,127.03,16384,6,4.0,0.0318,0.0225
25166.4,5905.57,1562.4,117.39,4096,6,2.0,0.0018,0.0931
10050.35,1658.5,2581.69,102.94,37888,2,8.0,0.0482,0.037
55928.15,4885.22,3746.05,107.31,16384,1,3.0,0.0343,0.1148
49193.9,5930.56,2494.68,112.6,8192,1,6.0,0.0261,0.1375
25505.74,2942.8,7507.41,30.71,8192,1,3.0,0.07894999999999999,0.1487
50047.8,2895.56,158.97,192.6,4096,6,6.0,0.0437,0.087
51860.58,4204.57,9508.1,23.31,1024,0,6.0,0.001,0.104
23796.1,2507.48,5114.1,110.56,1024,3,9.0,0.0107,0.0436
12354.94,4225.96,7836.87,20.87,1024,3,7.0,0.07894999999999999,0.0689
60115.0,9747.7075,5131.35,264.71000000000004,4096,1,3.0,0.0277,0.3319
33151.07,2461.85,1424.51,131.96,16384,2,5.0,0.0293,0.01
32153.92,4161.03,2831.06,73.81,37888,3,3.0,0.0434,0.0285
22214.62,5118.82,2639.41,48.73,8192,3,4.0,0.0322,0.0593
56203.83,6244.67,817.59,96.0,8192,3,6.0,0.0182,0.0296
1228.96,4555.08,1349.06,55.4,8192,2,10.0,0.0495,0.1172
36397.29,2632.16,5635.73,1.53,1024,2,6.0,0.0127,0.0705
91639.86,4923.51,2407.19,115.37,1024,0,3.0,0.0356,0.1923
11990.18,9665.57,5567.53,84.8,8192,2,8.0,0.0307,0.1721
15935.4,2970.21,1713.26,106.86,8192,1,4.0,0.0222,0.1976
27214.19,1171.93,2354.51,139.27,16384,5,8.0,0.0273,0.0293
1960.71,1918.44,2415.87,147.31,8192,1,3.0,0.0001,0.0112
28353.08,1161.61,8076.36,59.77,4096,3,4.0,0.0441,0.1672
8223.45,4826.55,4999.27,72.26,16384,3,4.0,0.0013,0.164
39875.47,3663.67,2213.08,92.78,37888,2,1.0,0.0035,0.1064
10165.26,9747.7075,5860.73,264.71000000000004,8192,1,5.0,0.0135,0.3319
42614.55,9747.7075,803.39,264.71000000000004,2048,4,7.0,0.0113,0.3319
2420.23,893.07,434.15,37.71,8192,0,2.0,0.0273,0.089
22015.47,1239.93,4214.41,97.86,4096,2,3.0,0.023,0.0122
15207.77,6843.75,7963.36,23.54,4096,3,3.0,0.0187,0.0786
34572.0,4315.95,511.84,46.66,2048,5,3.0,0.0237,0.0019
99943.45,396.02,7787.8,63.39,16384,5,5.0,0.0111,0.171
23500.06,2753.72,588.87,51.97,1024,1,6.0,0.0402,0.0948
7400.35,4434.82,3235.66,36.8,2048,4,7.0,0.0243,0.1879
26561.83,2758.15,9663.64875,31.94,16384,1,3.0,0.0413,0.0461
27732.03,3180.85,7381.53,91.11,8192,1,5.0,0.0041,0.1304
146424.37624999997,2028.22,1010.15,96.78,4096,4,1.0,0.0492,0.1627
55134.86,4291.4,6217.33,45.54,2048,3,6.0,0.0195,0.0389
70064.87,8047.51,2240.19,106.33,1024,1,3.0,0.003,0.0029
29466.2,3486.21,779.41,38.4,16384,1,2.0,0.0472,0.1198
146424.37624999997,1056.22,2748.55,114.47,8192,1,7.0,0.0225,0.1086
8509.86,669.34,3653.33,85.78,16384,0,3.0,0.0222,0.1327
106391.07,9747.7075,9663.64875,235.47,1024,1,6.0,0.0272,0.3319
84754.54,9747.7075,1851.09,264.71000000000004,16384,3,4.0,0.0337,0.3319
7547.39,1607.62,6612.47,142.61,16384,0,7.0,0.0269,0.0965
99245.82,1967.45,8733.0,66.64,8192,6,2.0,0.013,0.1443
49869.36,5787.71,7261.23,147.58,37888,3,5.0,0.0097,0.0646
28955.19,6527.77,7563.35,124.33,8192,0,8.0,0.0205,0.1352
104555.79,6174.47,4743.61,147.98,2048,2,4.0,0.0268,0.0322
50495.96,1364.19,5599.82,19.71,37888,2,5.0,0.0154,0.1499
146424.37624999997,968.82,1549.43,128.2,2048,1,3.0,0.0224,0.0298
146424.37624999997,3942.05,1117.34,88.66,1024,1,6.0,0.0325,0.1461
48207.34,1113.79,6284.56,18.89,1024,1,2.0,0.0316,0.1045
146424.37624999997,9747.7075,6837.21,264.71000000000004,2048,5,4.0,0.0027,0.3319
9482.1,4313.95,3090.73,54.25,37888,0,5.0,0.0276,0.1912
8184.78,5876.66,3187.14,139.27,37888,3,3.0,0.0055,0.0103
114730.51,2541.93,1649.09,95.14,16384,3,7.0,0.0288,0.0465
7159.75,892.47,507.7,44.24,1024,2,10.5,0.043,0.1126
132836.25,4804.03,662.66,130.0,2048,3,3.0,0.0432,0.1185
24670.85,506.86,2456.48,125.53,16384,1,4.0,0.0392,0.1261
33298.93,4194.56,6255.36,104.51,2048,1,3.0,0.0338,0.1195
28082.08,9747.7075,1233.47,264.71000000000004,1024,0,5.0,0.0247,0.3319
10101.13,332.0,2948.18,27.8,1024,6,2.0,0.0352,0.1557
124889.8,2749.42,4828.45,128.66,2048,0,4.0,0.0134,0.1894
10254.42,2493.64,621.07,234.99,16384,6,4.0,0.0006,0.1582
18291.06,9747.7075,1043.87,264.71000000000004,16384,5,6.0,0.011,0.3319
84865.04,1706.61,3342.11,66.29,1024,6,9.0,0.0182,0.1508
16156.99,2126.28,3655.51,26.09,2048,2,3.0,0.0495,0.0639
66166.43,1971.49,1500.02,138.38,16384,3,4.0,0.0361,0.1547
12026.99,1127.56,406.2,54.54,2048,5,6.0,0.0192,0.0954
31144.16,9747.7075,6082.5,264.71000000000004,4096,1,3.0,0.0163,0.3319
55999.44,1676.2,1057.74,7.42,1024,6,6.0,0.0144,0.1592
6975.17,4578.3,3327.23,149.84,16384,0,3.0,0.0378,0.0282
82116.4,2339.45,2291.22,127.48,2048,6,5.0,0.0008,0.0516
27132.77,513.2,1789.77,133.48,8192,1,4.0,0.0085,0.1028
68301.92,2862.13,3960.75,38.54,2048,1,5.0,0.0098,0.0758
28507.26,1302.51,6362.96,11.63,1024,2,4.0,0.0191,0.127
14675.04,3220.33,1717.64,34.12,16384,2,3.0,0.0289,0.1982
15315.96,2135.53,1785.1,66.66,8192,3,10.5,0.0197,0.0117
104530.88,1778.35,2054.06,131.67,8192,1,1.0,0.0012,0.1824
86211.81,2347.15,2253.23,22.69,8192,1,5.0,0.0268,0.0148
28378.24,4567.76,917.09,98.47,2048,2,5.0,0.0343,0.1759
5583.71,3050.72,2575.51,55.36,37888,6,7.0,0.0041,0.1513
22469.86,3453.06,1737.67,63.7,1024,2,3.0,0.0267,0.0331
91150.0,6613.43,5325.19,30.38,16384,2,7.0,0.0485,0.0315
18302.12,2847.63,3577.4,88.37,16384,0,3.0,0.0007,0.1926
6708.91,152.32,7017.48,42.57,1024,0,4.0,0.0237,0.1978
28677.04,5495.63,3307.26,30.12,2048,2,8.0,0.0323,0.0332
8700.36,1309.21,2036.8,219.35,4096,6,3.0,0.0312,0.1743
104213.81,3146.46,6291.29,107.93,37888,1,6.0,0.0443,0.1245
98961.61,1729.69,7625.07,24.84,1024,0,8.0,0.0305,0.1948
5433.54,2147.5,1026.89,93.62,1024,3,6.0,0.0065,0.1475
17600.5,1894.34,1346.11,16.59,2048,3,6.0,0.0343,0.0488
73745.98,2970.61,5944.79,47.52,8192,2,4.0,0.0494,0.1037
146424.37624999997,6447.17,4923.14,59.79,4096,1,6.0,0.0181,0.1536
26114.47,1263.87,2960.76,72.11,8192,6,6.0,0.0117,0.0448
39294.04,962.94,2293.84,10.86,8192,4,10.5,0.0377,0.124
18085.49,9747.7075,6207.07,264.71000000000004,2048,4,6.0,0.0354,0.3319
67883.5,2496.1,1994.05,20.58,16384,2,9.0,0.0144,0.0593
32783.34,8530.7,5050.28,91.68,37888,3,4.0,0.0331,0.191
11469.54,6131.32,3565.63,2.34,8192,2,2.0,0.014,0.0641
6134.71,9608.63,4499.55,1.39,2048,3,6.0,0.0177,0.115
2398.63,9747.7075,1445.4,264.71000000000004,8192,1,2.0,0.0382,0.3319
21062.36,2978.62,3905.51,225.76,4096,6,3.0,0.0375,0.0657
113533.12,9747.7075,2752.64,264.71000000000004,16384,3,2.0,0.0326,0.3319
37652.37,4872.82,9663.64875,68.07,8192,0,6.0,0.0216,0.0023
36067.82,1575.04,4073.04,123.72,16384,2,6.0,0.0466,0.1444
62318.42,703.77,7218.23,128.23,1024,6,4.0,0.0483,0.0523
11947.17,2090.67,1087.55,134.54,1024,1,9.0,0.0486,0.1749
40465.08,5504.39,6757.9,53.14,37888,3,8.0,0.0071,0.1384
3270.6,1914.71,1706.98,70.18,4096,0,3.0,0.0205,0.04
12865.31,9747.7075,6263.32,264.71000000000004,37888,0,4.0,0.0151,0.3319
59736.42,7490.57,2011.2,139.92,37888,0,3.0,0.0424,0.1449
6778.02,8845.0,1602.99,124.54,2048,1,8.0,0.07894999999999999,0.1455
41139.0,1262.27,5035.68,80.32,16384,3,9.0,0.0305,0.1131
25962.8,9747.7075,1147.37,264.71000000000004,16384,4,9.0,0.0345,0.3319
135056.15,5395.36,7849.09,117.33,2048,3,9.0,0.0451,0.1169
26589.12,2663.3,7009.61,107.21,4096,3,5.0,0.0229,0.1799
7442.79,889.42,2678.18,86.93,37888,6,9.0,0.0025,0.1402
16884.36,2017.28,1727.65,89.49,16384,1,7.0,0.0381,0.1304
79853.99,944.43,2826.06,48.83,1024,3,7.0,0.0265,0.042
